date,value
2009-02-12,32.20555771892496
2009-05-07,27.969468367131523
2009-08-13,41.564897844249465
2009-11-12,39.079332701924805
2010-02-11,25.617133269627786
2010-02-22,41.973625
2010-05-13,29.8511390327644
2010-08-12,43.29460583599488
2010-11-10,37.318076961695226
2011-02-10,42.00592259784879
2011-02-17,51.99101129503156
2011-05-12,32.98326778491017
2011-08-11,11.788845371457903
2011-11-10,26.391830587601007
2012-02-09,25.945487551538697
2012-02-16,39.81345469795643
2012-05-10,31.732658766740567
2012-08-09,36.656657358983644
2012-11-08,45.38447424045695
2013-02-14,36.330058247304656
2013-02-21,54.321475004541085
2013-05-09,38.784274684713274
2013-08-08,40.15318243298269
2013-11-14,35.21604264508059
2014-02-13,45.17960082583156
2014-02-20,56.31395099087628
2014-05-08,40.3082590804575
2014-08-14,45.785620993758165
2014-11-13,43.670663998893474
2015-02-12,49.329489437134114
2015-02-19,68.90788836593717
2015-05-14,49.63253712536941
2015-08-13,50.83125246704564
2015-11-12,59.8870161822099
2016-02-11,53.73542020977411
2016-02-18,52.533117255939786
2016-05-12,48.663915887054166
2016-08-11,55.72132718299071
2016-11-10,44.64268312090998
2017-02-09,59.339418676343314
2017-02-16,61.10231046877148
2017-05-11,44.37122446812748
2017-08-10,51.33565617501673
2017-11-09,55.096977720976845
2018-02-08,51.378603019741774
2018-02-15,59.002780932353616
2018-05-10,50.54325566045641
2018-08-09,54.84462845607676
2018-11-07,49.03407282737163
2019-02-07,45.39803379011063
2019-02-21,78.16635943200087
2019-05-09,45.09878602647057
2019-08-08,37.09792336410219
2019-11-07,39.86649165065167
2020-02-13,42.57117696994768
2020-02-20,73.66154882768686
2020-05-13,42.95245545655264
2020-08-13,37.50532985728094
2020-11-12,48.55854114883124
2021-02-11,44.34493540019193
2021-02-18,67.97330525902504
2021-05-13,39.112053768697606
2021-08-12,41.93768454405723
2021-11-10,37.370114582555495
2022-02-10,42.334222932083435
2022-02-17,59.568473902032046
2022-05-12,40.955480986046176
2022-08-11,43.259092997203275
2022-11-10,51.68498195579152
2023-02-09,46.85018542731555
2023-02-16,61.76397482506154
2023-05-11,56.847935282959085
2023-08-10,49.26770421668659
2023-11-09,58.76492315056774
2024-02-08,65.69464462608681
2024-02-22,69.89331315478454
2024-05-09,57.55223927565223
2024-08-08,54.75182958574918
2024-11-06,50.357524815575616
2025-02-13,50.96458246857728
2025-02-20,69.92952488128859
2025-05-08,43.36927930492091
2025-08-07,44.36725607805077
2025-11-13,61.29009492828615
2026-02-12,54.41446975801439
2026-02-19,77.98743325645266
2026-05-13,53.69030496038689
