date,value
2026-05-01,1.1989999999999998
2026-05-07,1.229
2026-05-08,1.221
2026-05-11,1.214
2026-05-12,1.234
2026-05-13,1.1959999999999997
2026-05-14,1.2239999999999998
2026-05-15,1.2310000000000003
2026-05-18,1.271
2026-05-19,1.2600000000000002
2026-05-20,1.23
2026-05-21,1.1909999999999998
2026-05-22,1.182
2026-05-25,1.19
2026-05-26,1.153
2026-05-27,1.169
2026-05-28,1.2039999999999997
2026-05-29,1.202
2026-06-01,1.181
2026-06-02,1.233
2026-06-03,1.1720000000000002
2026-06-04,1.1620000000000004
2026-06-05,1.1720000000000002
2026-06-08,1.161
2026-06-09,1.154
2026-06-10,1.13
2026-06-11,1.141
2026-06-12,1.124
2026-06-15,1.1360000000000001
2026-06-16,1.092
2026-06-17,1.096
2026-06-18,1.109
2026-06-19,1.13
2026-06-22,1.12
2026-06-23,1.1070000000000002
2026-06-24,1.134
2026-06-25,1.1440000000000001
2026-06-26,1.1479999999999997
2026-06-29,1.141
2026-06-30,1.1830000000000003
2026-07-01,1.1720000000000002
2026-07-02,1.1589999999999998
2026-07-03,1.1720000000000002
2026-07-06,1.153
2026-07-07,1.117
2026-07-08,1.1420000000000003
2026-07-09,1.1469999999999998
2026-07-10,1.177
2026-07-13,1.1360000000000001
2026-07-14,1.0739999999999998
2026-07-15,1.105
2026-07-16,1.1430000000000002
2026-07-17,1.1790000000000003
2026-07-21,1.174
2026-07-22,1.1559999999999997
2026-07-23,1.153
2026-07-24,1.165
2026-07-27,1.1909999999999998
