date,value
2026-06-01,1.123
2026-06-02,1.114
2026-06-03,1.126
2026-06-04,1.148
2026-06-05,1.14
2026-06-08,1.144
2026-06-09,1.146
2026-06-10,1.147
2026-06-11,1.149
2026-06-12,1.15
2026-06-15,1.141
2026-06-16,1.147
2026-06-17,1.139
2026-06-18,1.146
2026-06-19,1.153
2026-06-22,1.168
2026-06-23,1.17
2026-06-24,1.172
2026-06-25,1.175
2026-06-26,1.175
2026-06-29,1.173
2026-06-30,1.165
2026-07-01,1.164
2026-07-02,1.166
2026-07-03,1.159
2026-07-06,1.166
2026-07-07,1.168
2026-07-08,1.18
2026-07-09,1.183
2026-07-10,1.184
2026-07-13,1.191
2026-07-14,1.193
2026-07-15,1.196
2026-07-16,1.202
2026-07-17,1.2
2026-07-21,1.203
2026-07-22,1.199
2026-07-23,1.242
2026-07-24,1.261
2026-07-27,1.249
2026-07-28,1.241
2026-07-29,1.232
2026-07-30,1.243
2026-07-31,1.255
2026-08-03,1.287
