date,value
2024-05-15,10.369999885559082
2024-05-16,10.210000038146973
2024-05-17,10.164999961853027
2024-05-20,10.130000114440918
2024-05-21,10.145000457763672
2024-05-22,10.085000038146973
2024-05-23,10.0600004196167
2024-05-24,10.072500228881836
2024-05-28,10.050000190734863
2024-05-29,9.947500228881836
2024-05-30,9.994999885559082
2024-05-31,10.032500267028809
2024-06-03,10.107500076293944
2024-06-04,10.140000343322754
2024-06-05,10.137499809265137
2024-06-06,10.162500381469728
2024-06-07,10.100000381469728
2024-06-10,10.042499542236328
2024-06-11,10.079999923706056
2024-06-12,10.19499969482422
2024-06-13,10.192500114440918
2024-06-14,10.25749969482422
2024-06-17,10.199999809265137
2024-06-18,10.260000228881836
2024-06-19,10.2475004196167
2024-06-20,10.24250030517578
2024-06-21,10.239999771118164
2024-06-24,10.225000381469728
2024-06-25,10.2475004196167
2024-06-26,10.1875
2024-06-27,10.207500457763672
2024-06-28,10.164999961853027
2024-07-01,10.087499618530273
2024-07-02,10.104999542236328
2024-07-03,10.167499542236328
2024-07-04,10.15250015258789
2024-07-05,10.22249984741211
2024-07-08,10.220000267028809
2024-07-09,10.177499771118164
2024-07-10,10.199999809265137
2024-07-11,10.265000343322754
2024-07-12,10.232500076293945
2024-07-15,10.234999656677246
2024-07-16,10.287500381469727
2024-07-17,10.279999732971191
2024-07-18,10.289999961853027
2024-07-19,10.237500190734863
2024-07-22,10.210000038146973
2024-07-23,10.227499961853027
2024-07-24,10.225000381469727
2024-07-25,10.232500076293945
2024-07-26,10.2475004196167
2024-07-29,10.279999732971191
2024-07-30,10.297499656677246
2024-07-31,10.350000381469727
2024-08-01,10.425000190734863
2024-08-02,10.444999694824219
2024-08-05,10.4375
2024-08-06,10.404999732971191
2024-08-07,10.382499694824219
2024-08-08,10.380000114440918
2024-08-09,10.397500038146973
2024-08-12,10.404999732971191
2024-08-13,10.432499885559082
2024-08-14,10.5
2024-08-15,10.430000305175781
2024-08-16,10.425000190734863
2024-08-19,10.427499771118164
2024-08-20,10.427499771118164
2024-08-21,10.460000038146973
2024-08-22,10.395000457763672
2024-08-23,10.444999694824219
2024-08-27,10.392499923706055
2024-08-28,10.395000457763672
2024-08-29,10.3774995803833
2024-08-30,10.380000114440918
2024-09-02,10.362500190734863
2024-09-03,10.40999984741211
2024-09-04,10.454999923706055
2024-09-05,10.479999542236328
2024-09-06,10.4975004196167
2024-09-09,10.508749961853027
2024-09-10,10.537500381469727
2024-09-11,10.600000381469727
2024-09-12,10.574999809265137
2024-09-13,10.595000267028809
2024-09-16,10.607500076293945
2024-09-17,10.585000038146973
2024-09-18,10.537500381469727
2024-09-19,10.494999885559082
2024-09-20,10.47249984741211
2024-09-23,10.462499618530273
2024-09-24,10.470000267028809
2024-09-25,10.404999732971191
2024-09-26,10.404999732971191
2024-09-27,10.407500267028809
2024-09-30,10.40250015258789
2024-10-01,10.449999809265137
2024-10-02,10.395000457763672
2024-10-03,10.40999984741211
2024-10-04,10.317500114440918
2024-10-07,10.262499809265137
2024-10-08,10.272500038146973
2024-10-09,10.279999732971191
2024-10-10,10.25
2024-10-11,10.272500038146973
2024-10-14,10.2475004196167
2024-10-15,10.319999694824219
2024-10-16,10.407500267028809
2024-10-17,10.390000343322754
2024-10-18,10.407500267028809
2024-10-21,10.345000267028809
2024-10-22,10.3149995803833
2024-10-23,10.27750015258789
2024-10-24,10.267499923706055
2024-10-25,10.295000076293945
2024-10-28,10.274999618530273
2024-10-29,10.22249984741211
2024-10-30,10.225000381469727
2024-10-31,10.135000228881836
2024-11-01,10.125
2024-11-04,10.112500190734863
2024-11-05,10.079999923706055
2024-11-06,10.0600004196167
2024-11-07,10.087499618530273
2024-11-08,10.145000457763672
2024-11-11,10.167499542236328
2024-11-12,10.1225004196167
2024-11-13,10.102499961853027
2024-11-14,9.9350004196167
2024-11-15,9.927499771118164
2024-11-18,9.925000190734863
2024-11-19,9.947500228881836
2024-11-20,9.949999809265137
2024-11-21,9.949999809265137
2024-11-22,9.987500190734863
2024-11-25,10.042499542236328
2024-11-26,10.020000457763672
2024-11-27,10.0649995803833
2024-11-28,10.082500457763672
2024-11-29,10.107500076293945
2024-12-02,10.119999885559082
2024-12-03,10.100000381469727
2024-12-04,10.104999542236328
2024-12-05,10.074999809265137
2024-12-06,10.069999694824219
2024-12-09,10.079999923706055
2024-12-10,10.039999961853027
2024-12-11,10.029999732971191
2024-12-12,10.020000457763672
2024-12-13,9.977499961853027
2024-12-16,9.947500228881836
2024-12-17,9.907500267028809
2024-12-18,9.887499809265137
2024-12-19,9.863750457763672
2024-12-20,9.914999961853027
2024-12-23,9.885000228881836
2024-12-24,9.890000343322754
2024-12-27,9.835000038146973
2024-12-30,9.84749984741211
2024-12-31,9.880000114440918
2025-01-02,9.859999656677246
2025-01-03,9.852499961853027
2025-01-06,9.84000015258789
2025-01-07,9.807499885559082
2025-01-08,9.732500076293945
2025-01-09,9.737500190734863
2025-01-10,9.710000038146973
2025-01-13,9.6899995803833
2025-01-14,9.670000076293945
2025-01-15,9.789999961853027
2025-01-16,9.838749885559082
2025-01-17,9.854999542236328
2025-01-20,9.84749984741211
2025-01-21,9.904999732971191
2025-01-22,9.880000114440918
2025-01-23,9.890000343322754
2025-01-24,9.875
2025-01-27,9.922499656677246
2025-01-28,9.90250015258789
2025-01-29,9.890000343322754
2025-01-30,9.942500114440918
2025-01-31,9.942500114440918
2025-02-03,9.989999771118164
2025-02-04,9.96500015258789
2025-02-05,10.029999732971191
2025-02-06,10.010000228881836
2025-02-07,10.0024995803833
2025-02-10,10.010000228881836
2025-02-11,9.9975004196167
2025-02-12,9.953749656677246
2025-02-13,10.005000114440918
2025-02-14,10.012499809265137
2025-02-17,9.984999656677246
2025-02-18,9.954999923706055
2025-02-19,9.917499542236328
2025-02-20,9.932499885559082
2025-02-21,9.954999923706055
2025-02-24,9.958749771118164
2025-02-25,10.0024995803833
2025-02-26,10.005000114440918
2025-02-27,9.994999885559082
2025-02-28,10.022500038146973
2025-03-03,10.0
2025-03-04,10.022500038146973
2025-03-05,9.920000076293945
2025-03-06,9.914999961853027
2025-03-07,9.9350004196167
2025-03-10,9.9375
2025-03-11,9.913749694824219
2025-03-12,9.8725004196167
2025-03-13,9.904999732971191
2025-03-14,9.930000305175781
2025-03-17,9.977499961853027
2025-03-18,9.947500228881836
2025-03-19,9.962499618530273
2025-03-20,9.960000038146973
2025-03-21,9.899999618530273
2025-03-24,9.895000457763672
2025-03-25,9.859999656677246
2025-03-26,9.892499923706055
2025-03-27,9.857500076293945
2025-03-28,9.90999984741211
2025-03-31,9.930000305175781
2025-04-01,9.962499618530273
2025-04-02,9.949999809265137
2025-04-03,10.052499771118164
