date,value
2026-05-01,3.706
2026-05-07,3.714
2026-05-08,3.706
2026-05-11,3.741
2026-05-12,3.78
2026-05-13,3.783
2026-05-14,3.852
2026-05-15,3.922
2026-05-18,4.0
2026-05-19,4.043
2026-05-20,4.0
2026-05-21,3.939
2026-05-22,3.931
2026-05-25,3.876
2026-05-26,3.866
2026-05-27,3.856
2026-05-28,3.896
2026-05-29,3.859
2026-06-01,3.863
2026-06-02,3.81
2026-06-03,3.817
2026-06-04,3.833
2026-06-05,3.841
2026-06-08,3.876
2026-06-09,3.823
2026-06-10,3.811
2026-06-11,3.823
2026-06-12,3.767
2026-06-15,3.725
2026-06-16,3.747
2026-06-17,3.709
2026-06-18,3.737
2026-06-19,3.786
2026-06-22,3.797
2026-06-23,3.79
2026-06-24,3.808
2026-06-25,3.781
2026-06-26,3.759
2026-06-29,3.785
2026-06-30,3.873
2026-07-01,3.883
2026-07-02,3.937
