date,value
2026-05-01,3.73
2026-05-07,3.747
2026-05-08,3.739
2026-05-11,3.774
2026-05-12,3.815
2026-05-13,3.806
2026-05-14,3.868
2026-05-15,3.916
2026-05-18,4.006
2026-05-19,4.043
2026-05-20,3.99
2026-05-21,3.933
2026-05-22,3.921
2026-05-25,3.87
2026-05-26,3.836
2026-05-27,3.796
2026-05-28,3.814
2026-05-29,3.789
2026-06-01,3.8
2026-06-02,3.742
2026-06-03,3.748
2026-06-04,3.749
2026-06-05,3.753
2026-06-08,3.789
2026-06-09,3.759
2026-06-10,3.739
2026-06-11,3.774
2026-06-12,3.713
2026-06-15,3.674
2026-06-16,3.692
2026-06-17,3.654
2026-06-18,3.68
2026-06-19,3.741
2026-06-22,3.767
2026-06-23,3.76
2026-06-24,3.776
2026-06-25,3.724
2026-06-26,3.694
2026-06-29,3.715
2026-06-30,3.792
2026-07-01,3.782
2026-07-02,3.826
2026-07-03,3.834
2026-07-06,3.875
2026-07-07,3.879
2026-07-08,3.936
2026-07-09,3.962
2026-07-10,3.891
